,id_,trader_id,product_id,quantity,supplier_id,payment_id,date_of_order
2555,133711,2849039,283,45,462,2,2024-01-15
2556,125359,2612447,286,11,457,1,2023-07-15
2557,134803,2915943,263,28,454,5,2022-08-24
2558,134663,2987487,262,17,460,2,2022-12-17
2559,128739,2764381,261,16,454,3,2023-07-30
2560,121859,2883712,257,10,455,3,2023-12-11
2561,135737,2552363,271,64,453,4,2022-07-26
2562,133061,2756116,240,6,454,3,2023-04-18
2563,139438,2950425,289,36,459,5,2022-06-30
2564,134902,2656147,272,26,460,5,2024-01-21
2565,122296,2733734,276,18,475,5,2022-11-15
2566,139906,2670236,251,66,450,4,2023-08-09
2567,133106,2718198,262,49,454,3,2022-10-30
2568,130725,2816004,244,50,473,4,2024-05-23
2569,124395,2652018,285,49,465,1,2023-02-09
2570,122309,2710190,261,61,472,2,2022-07-06
2571,128338,2656238,257,46,457,6,2023-09-15
2572,133795,2749465,257,58,451,2,2022-08-19
2573,127176,2537646,281,60,469,4,2022-08-12
2574,122294,2613267,277,41,453,3,2022-09-27
2575,129449,2750107,245,45,470,1,2024-02-26
2576,121452,2754585,265,36,472,6,2024-02-26
2577,131016,2892070,262,31,461,6,2022-08-27
2578,132439,2572167,289,66,463,5,2023-11-19
2579,132728,2995070,291,65,466,4,2023-03-25
2580,139693,2721636,240,12,468,4,2024-01-10
2581,127311,2864531,277,21,454,4,2022-11-24
2582,133981,2906071,261,9,471,2,2024-02-06
2583,125586,2784286,245,8,471,1,2023-07-05
2584,123762,2675606,254,6,468,2,2023-11-02
2585,124180,2535785,252,63,451,2,2023-08-16
2586,120849,2541265,276,24,454,5,2023-09-17
2587,125930,2751901,275,59,472,2,2023-11-14
2588,130028,2502290,281,53,450,6,2023-02-10
2589,126929,2968011,257,46,458,5,2022-10-04
2590,128065,2872610,276,34,475,2,2023-01-09
2591,139341,2641301,266,48,465,6,2024-04-12
2592,125203,2938823,272,31,471,3,2023-05-12
2593,133769,2893719,252,13,475,1,2023-04-10
2594,129204,2567115,265,35,463,2,2022-06-17
2595,128446,2526229,251,65,457,2,2023-05-28
2596,135300,2798326,281,68,456,4,2022-10-09
2597,139096,2537161,244,66,458,4,2024-03-29
2598,123590,2534423,280,32,453,3,2022-08-11
2599,122914,2939993,262,3,458,1,2022-07-24
2600,120117,2903996,275,29,465,6,2022-06-25
2601,125776,2946984,289,44,452,1,2022-07-09
2602,126378,2932387,250,30,473,2,2022-10-07
2603,127349,2983148,256,66,462,6,2022-08-13
2604,128257,2823317,261,63,472,1,2023-01-30
2605,129440,2842105,269,36,470,2,2024-05-16
2606,131625,2681050,265,53,465,3,2023-12-06
2607,126253,2612797,256,5,459,4,2024-05-24
2608,139112,2512514,276,60,456,6,2024-01-05
2609,136577,2969808,271,55,465,2,2024-01-15
2610,123564,2903157,263,65,460,5,2022-09-25
2611,128910,2642863,265,3,468,1,2023-04-26
2612,125750,2631858,265,15,472,4,2024-01-10
2613,135463,2773724,261,36,450,6,2024-01-23
2614,136251,2873393,276,2,466,2,2024-01-04
2615,120589,2533852,286,2,459,4,2024-03-25
2616,134306,2591890,276,16,468,1,2022-09-02
2617,129775,2944754,285,53,450,2,2022-08-22
2618,126760,2763976,271,41,462,2,2023-07-25
2619,135030,2621289,280,7,462,5,2023-01-12
2620,129101,2734971,269,13,465,6,2023-01-05
2621,128659,2764381,244,6,470,4,2023-04-17
2622,124655,2839732,255,57,473,6,2024-05-07
2623,127871,2975927,285,13,457,1,2023-12-21
2624,130326,2729510,281,44,462,3,2022-06-17
2625,135209,2703132,251,56,451,1,2023-02-01
2626,139986,2548243,240,22,459,6,2022-07-09
2627,137618,2609737,271,5,473,1,2023-11-23
2628,139904,2980151,244,26,475,6,2024-04-15
2629,122138,2903157,291,18,454,6,2023-01-14
2630,134202,2502092,250,10,461,6,2023-05-19
2631,124297,2572902,254,62,460,6,2024-01-09
2632,134801,2729115,245,23,459,1,2023-12-21
2633,122316,2727745,285,25,467,5,2022-06-20
2634,139815,2702816,286,51,457,1,2024-05-15
2635,138090,2562635,266,8,458,1,2022-09-09
2636,122629,2622925,289,47,455,5,2022-07-22
2637,138801,2902616,265,66,453,5,2023-07-25
2638,135124,2597909,286,14,468,2,2024-04-26
2639,132514,2757272,271,6,457,2,2024-03-19
2640,120847,2621863,244,65,456,4,2024-01-30
2641,135606,2730176,285,8,458,6,2023-07-12
2642,129614,2518609,254,3,458,4,2024-02-19
2643,133097,2781570,240,9,453,1,2024-04-23
2644,128124,2575387,263,50,460,3,2022-12-14
2645,134036,2815628,272,41,465,6,2023-11-09
2646,138580,2905419,286,21,452,3,2023-12-09
2647,123286,2596047,252,70,464,1,2023-02-10
2648,128744,2539070,280,13,452,4,2023-04-27
2649,132598,2838510,245,34,465,2,2023-04-24
2650,134904,2600313,251,59,464,2,2024-02-17
2651,126828,2817318,263,35,461,1,2022-10-17
2652,138646,2665270,257,57,452,5,2023-08-31
2653,126680,2755614,262,60,463,4,2022-10-05
2654,134641,2681050,248,19,464,6,2023-03-20
2655,138616,2621944,261,39,465,6,2024-03-10
2656,131149,2606881,283,43,452,5,2023-08-05
2657,137310,2831860,277,55,460,2,2022-11-23
2658,128313,2611556,244,56,464,6,2024-05-28
2659,130086,2986595,245,14,451,6,2023-01-26
2660,135221,2841455,262,21,463,4,2023-12-04
2661,136415,2730754,255,2,451,3,2022-06-16
2662,121719,2781407,271,6,475,6,2022-10-12
2663,137506,2548243,264,65,466,5,2022-11-16
2664,126175,2835938,277,9,460,4,2024-04-18
2665,131479,2753424,254,57,455,5,2023-03-19
2666,135740,2898078,265,49,466,4,2023-07-13
2667,125705,2633624,244,46,470,5,2022-09-20
2668,134522,2756538,250,56,464,2,2023-09-23
2669,130195,2754585,250,20,471,6,2023-08-18
2670,135307,2632944,283,6,455,3,2023-08-20
2671,130659,2679441,251,69,455,3,2024-02-06
2672,130021,2729794,275,43,464,3,2022-09-27
2673,138061,2679441,244,25,467,3,2023-12-31
2674,136426,2747653,286,20,460,4,2023-02-15
2675,135671,2760837,285,50,471,6,2023-12-02
2676,139106,2891304,240,8,452,2,2024-01-04
2677,129332,2619452,271,26,467,5,2023-10-27
2678,129028,2890280,279,12,472,2,2022-08-08
2679,121056,2854492,263,54,460,2,2024-04-07
2680,131615,2939747,266,31,452,5,2023-04-29
2681,129515,2933485,281,36,454,2,2023-02-05
2682,121051,2613806,261,13,473,5,2022-10-27
2683,128337,2859479,252,42,450,6,2024-05-30
2684,123023,2808065,250,27,450,2,2023-05-03
2685,138786,2846637,251,19,450,6,2024-01-10
2686,137716,2724189,269,17,471,4,2022-10-03
2687,136147,2746628,257,57,470,5,2022-09-28
2688,122433,2846330,283,11,471,1,2023-04-23
2689,121006,2744311,275,60,468,4,2024-01-11
2690,131767,2790464,244,60,455,2,2023-12-22
2691,135332,2691044,277,44,459,3,2023-09-22
2692,132862,2746068,269,60,460,1,2023-02-01
2693,139625,2667499,255,11,457,3,2022-09-04
2694,130978,2628371,240,65,467,3,2022-10-25
2695,128245,2845082,280,47,463,5,2022-09-10
2696,137771,2575331,261,13,461,5,2023-06-05
2697,132935,2551679,245,2,464,2,2022-10-07
2698,134358,2778624,276,32,468,2,2023-06-18
2699,127323,2592166,266,34,472,1,2022-12-23
2700,131387,2888648,263,20,468,3,2023-01-27
2701,122685,2779250,262,60,470,4,2022-09-23
2702,133804,2857224,266,40,451,1,2023-02-24
2703,127881,2827835,295,44,473,2,2023-08-08
2704,124293,2511671,291,52,464,5,2022-12-13
2705,130346,2755825,250,46,472,2,2022-07-13
2706,130244,2849135,277,22,464,5,2023-03-18
2707,126813,2701757,263,1,469,5,2023-12-22
2708,126455,2612797,276,61,457,5,2022-06-21
2709,131567,2741291,276,68,450,2,2023-12-11
2710,132910,2615487,291,42,463,5,2024-04-16
2711,129767,2618634,263,10,455,2,2022-07-06
2712,121348,2784696,269,36,463,3,2023-03-04
2713,138006,2820854,264,8,452,1,2023-08-17
2714,136918,2673422,291,32,475,6,2023-04-29
2715,125860,2688711,286,28,468,6,2022-07-19
2716,134465,2908852,277,18,471,3,2024-03-29
2717,130731,2749706,285,28,456,5,2023-01-04
2718,127480,2624297,286,65,466,4,2023-04-04
2719,129313,2539028,261,68,471,2,2023-02-15
2720,131262,2833937,240,10,468,6,2024-03-08
2721,129446,2560143,251,28,462,4,2024-02-08
2722,138108,2901181,261,41,466,3,2023-12-08
2723,122373,2763696,244,56,454,1,2023-10-13
2724,120366,2951639,251,8,473,6,2022-06-15
2725,131604,2967199,248,55,463,5,2022-09-24
2726,121843,2979749,244,58,454,4,2022-07-03
2727,137842,2747828,251,38,461,2,2024-05-09
2728,126284,2888574,280,47,458,6,2024-02-24
2729,134996,2944257,244,35,459,6,2022-09-27
2730,121573,2645655,262,25,464,4,2024-03-30
2731,134423,2698424,276,6,475,3,2023-02-22
2732,127474,2703536,283,70,473,4,2023-06-01
2733,136655,2754256,275,37,452,6,2024-03-30
2734,129138,2791038,281,5,468,4,2024-04-01
2735,126015,2624716,266,48,451,3,2023-02-08
2736,128197,2827936,264,63,456,5,2024-05-08
2737,135323,2573656,279,48,459,5,2023-06-23
2738,138325,2800408,265,56,459,6,2023-09-12
2739,136477,2745038,256,1,453,5,2022-09-24
2740,120320,2725850,254,66,457,1,2023-01-07
2741,123555,2624954,262,4,459,6,2022-11-21
2742,137245,2773311,266,11,450,6,2023-01-22
2743,137594,2934576,257,41,465,3,2023-10-30
2744,126252,2587294,271,61,453,4,2023-10-07
2745,129822,2980640,276,20,450,1,2023-04-19
2746,138073,2762344,248,69,460,1,2023-12-27
2747,121581,2967122,283,62,472,4,2023-07-19
2748,134482,2916831,266,62,475,6,2023-02-16
2749,122683,2667661,250,18,473,5,2022-08-30
2750,135461,2963921,256,9,457,4,2024-06-04
2751,120009,2890229,240,7,457,1,2024-01-31
2752,131755,2965119,285,64,473,1,2024-05-13
2753,125945,2979065,251,28,469,1,2023-06-28
2754,130216,2611436,240,43,464,2,2023-09-13
2755,132366,2818674,245,51,469,4,2023-02-03
2756,130939,2929524,281,42,451,4,2023-09-22
2757,120005,2766231,276,21,465,2,2023-05-22
2758,124887,2884795,277,57,458,6,2023-12-07
2759,124429,2568802,266,67,468,2,2023-07-07
2760,120142,2686984,285,24,450,2,2023-10-16
2761,128374,2672113,281,56,459,4,2023-08-20
2762,124720,2564655,272,3,470,1,2022-07-17
2763,130901,2555557,280,67,455,3,2022-07-05
2764,124829,2618634,240,34,465,6,2023-02-03
2765,125231,2940862,261,22,467,2,2022-07-25
2766,121330,2564074,281,36,463,4,2023-09-17
2767,120446,2874988,272,21,468,1,2024-04-14
2768,130676,2529449,278,13,471,1,2023-08-23
2769,136346,2931996,262,23,471,6,2023-07-03
2770,122991,2784860,255,55,463,2,2023-08-13
2771,129546,2739300,254,37,473,3,2022-11-08
2772,121565,2508067,276,50,471,4,2024-01-30
2773,128662,2733789,286,47,471,2,2023-07-05
2774,138394,2508230,280,62,464,3,2024-01-28
2775,127214,2822511,261,60,456,4,2023-06-29
2776,128272,2662570,261,11,465,2,2023-12-09
2777,129415,2610307,272,69,457,2,2023-12-13
2778,130918,2596723,262,15,466,4,2022-08-17
2779,120416,2704046,262,47,467,5,2024-05-13
2780,120866,2841525,262,57,458,4,2023-03-05
2781,123782,2816828,277,41,469,6,2023-07-07
2782,133270,2621277,240,52,462,4,2024-01-27
2783,120335,2560283,254,49,464,2,2023-12-21
2784,131256,2510236,276,26,466,1,2023-07-26
2785,136076,2860837,276,29,467,4,2023-07-21
2786,136138,2756757,250,63,469,5,2023-07-15
2787,128779,2538256,281,59,454,4,2022-11-04
2788,139455,2989482,277,62,456,1,2023-06-11
2789,125927,2926374,280,66,452,3,2024-01-01
2790,128208,2930135,272,34,467,6,2023-11-12
2791,135341,2951639,262,44,469,3,2023-09-14
2792,121885,2794287,250,7,463,6,2023-08-17
2793,124318,2733421,240,60,456,4,2024-05-11
2794,125704,2580241,276,69,458,4,2023-10-23
2795,127282,2790464,266,10,462,1,2022-12-12
2796,139749,2578297,269,7,452,1,2022-10-30
2797,132468,2992953,295,52,456,4,2023-12-16
2798,123197,2868006,248,50,451,4,2023-12-13
2799,136634,2753537,271,2,457,4,2022-10-10
2800,121270,2656285,286,55,467,5,2024-01-11
2801,132983,2694684,262,53,455,1,2023-05-03
2802,139240,2905931,276,2,452,4,2024-03-28
2803,137278,2512258,272,42,473,3,2022-10-17
2804,124035,2779082,269,5,470,6,2023-02-25
2805,137312,2764381,240,35,463,5,2023-09-24
2806,132411,2757698,286,46,472,5,2022-09-20
2807,135912,2966227,285,53,460,5,2024-02-13
2808,125768,2985930,262,29,468,5,2023-06-04
2809,130526,2890013,265,38,464,6,2022-11-27
2810,121829,2510069,250,13,466,2,2022-07-30
2811,136032,2652892,251,16,463,4,2022-12-26
2812,139637,2591610,263,35,459,4,2023-04-09
2813,133720,2907660,256,6,465,1,2023-09-09
2814,128596,2936378,244,9,451,6,2024-01-29
2815,120645,2728988,250,27,457,2,2022-06-21
2816,129496,2868565,285,61,459,6,2023-05-27
2817,138275,2932589,263,32,470,2,2023-10-31
2818,127189,2598380,277,33,464,3,2024-04-15
2819,137710,2987172,255,43,457,5,2023-11-13
2820,132767,2715794,286,12,450,4,2023-01-06
2821,135362,2976624,257,11,461,1,2024-05-01
2822,135042,2746068,261,37,450,2,2022-08-13
2823,127665,2667499,272,12,453,2,2022-12-12
2824,124815,2784811,257,7,466,5,2024-01-26
2825,136219,2695944,252,14,459,5,2024-01-05
2826,133966,2927071,289,44,465,6,2022-11-01
2827,137880,2652867,271,46,473,6,2023-07-23
2828,136474,2656147,261,40,473,1,2023-03-04
2829,123669,2799689,265,47,452,4,2023-01-11
2830,138138,2960036,272,8,470,5,2023-12-28
2831,128223,2565484,283,25,463,1,2024-03-03
2832,127142,2603213,269,2,471,2,2023-01-13
2833,138119,2912200,285,55,457,4,2023-10-12
2834,132486,2615487,246,33,453,4,2023-03-11
2835,137937,2624800,291,60,465,5,2022-08-13
2836,136906,2915265,286,16,460,5,2023-03-01
2837,123531,2505631,289,2,455,6,2023-06-14
2838,136783,2824938,244,46,461,3,2022-12-20
2839,138740,2638897,262,47,461,2,2022-10-02
2840,126797,2652288,257,60,461,6,2023-05-21
2841,135624,2816042,263,17,466,5,2023-07-31
2842,136546,2608915,291,44,475,1,2024-02-20
2843,136709,2918860,257,61,465,3,2024-03-08
2844,131228,2517357,251,65,458,4,2022-11-10
2845,127373,2611328,245,31,451,4,2023-01-26
2846,133744,2934127,279,33,453,2,2024-01-17
2847,127855,2672113,252,9,470,5,2024-05-31
2848,127654,2614650,286,22,461,1,2023-12-15
2849,124228,2657831,246,30,469,6,2023-08-05
2850,127437,2985423,285,70,475,3,2023-07-04
2851,138081,2626937,269,21,457,1,2023-03-17
2852,135853,2526674,286,16,451,5,2023-12-15
2853,137556,2633860,265,31,450,2,2022-11-17
2854,137489,2873195,285,14,475,2,2023-12-20
2855,139385,2674719,254,9,452,3,2023-02-01
2856,135354,2525403,255,11,467,4,2024-06-03
2857,132965,2641276,276,13,462,1,2024-05-31
2858,135114,2950772,261,65,453,1,2023-02-23
2859,122271,2679368,251,17,472,3,2023-02-27
2860,122403,2985930,266,69,470,2,2022-06-26
2861,137750,2579097,271,55,462,2,2022-10-13
2862,120377,2828956,276,47,473,3,2023-09-16
2863,120426,2816828,265,45,457,2,2024-05-17
2864,128060,2575420,248,39,451,6,2023-06-14
2865,139474,2791591,244,37,454,2,2023-10-10
2866,127571,2936185,266,25,470,4,2022-12-06
2867,124348,2918268,266,20,472,1,2023-07-07
2868,135442,2508668,265,8,464,1,2022-12-09
2869,128962,2792434,244,62,468,4,2022-11-28
2870,137695,2694684,266,36,473,2,2023-08-15
2871,126974,2726124,248,67,471,3,2023-02-26
2872,133143,2905558,255,60,465,1,2024-03-28
2873,122489,2868111,280,9,458,1,2023-10-25
2874,124378,2995795,257,31,475,2,2022-10-12
2875,129526,2990007,244,24,465,2,2022-12-06
2876,126401,2902930,265,11,470,4,2023-03-28
2877,136970,2805652,262,57,472,2,2023-05-02
2878,131994,2758982,248,18,456,4,2024-06-10
2879,134353,2825837,279,13,461,2,2023-03-22
2880,125222,2791038,266,59,475,3,2024-04-25
2881,123975,2902944,264,43,455,4,2024-04-25
2882,137510,2787317,289,70,471,1,2023-01-14
2883,121293,2730792,272,27,467,1,2023-08-15
2884,124399,2705323,240,41,464,3,2023-05-16
2885,131241,2877970,246,36,473,1,2023-09-19
2886,129421,2661076,250,70,475,6,2023-09-02
2887,123223,2784972,266,11,468,6,2023-11-21
2888,126865,2684480,276,70,459,1,2024-04-30
2889,131650,2639333,248,39,467,2,2022-09-26
2890,132126,2707160,266,32,468,3,2023-11-18
2891,122718,2688711,245,12,461,5,2022-06-24
2892,137571,2982221,263,42,451,5,2024-01-03
2893,126723,2714531,251,54,465,1,2023-02-13
2894,122250,2751526,250,12,452,4,2024-05-28
2895,125252,2641700,244,67,460,6,2023-04-16
2896,120512,2773438,240,9,450,4,2022-11-06
2897,121721,2916831,285,14,456,4,2023-10-10
2898,131327,2621220,271,27,450,1,2022-12-11
2899,139620,2823110,254,12,462,6,2024-04-13
2900,135917,2655981,257,69,469,6,2023-12-31
2901,122438,2559938,257,44,471,6,2023-04-20
2902,139950,2695430,251,52,463,5,2022-07-10
2903,127420,2751807,251,39,457,5,2022-08-10
2904,136082,2730225,286,2,465,6,2023-08-09
2905,136690,2854361,265,56,451,1,2023-12-02
2906,124542,2504347,245,58,458,4,2024-05-27
2907,133994,2778888,257,53,466,6,2023-01-11
2908,130637,2622586,240,61,461,3,2024-06-02
2909,130884,2998930,266,56,456,2,2023-08-12
2910,128161,2903841,248,38,464,5,2022-11-13
2911,134673,2860930,261,38,450,2,2024-03-21
2912,134993,2544502,285,69,459,3,2022-08-10
2913,132838,2770928,266,57,460,5,2023-07-12
2914,127412,2501453,285,61,453,1,2023-07-06
2915,129094,2794915,269,61,463,2,2022-06-23
2916,126433,2878803,276,39,466,1,2023-02-27
2917,133217,2637696,240,2,450,6,2023-08-17
2918,130082,2865259,281,11,472,6,2023-04-03
2919,120493,2612867,266,27,461,4,2022-12-27
2920,137146,2692686,285,47,471,5,2023-02-07
2921,122691,2782573,255,35,460,5,2023-07-29
2922,125101,2755858,246,68,464,3,2023-08-15
2923,132679,2779177,264,6,454,2,2024-02-06
2924,124645,2570830,262,58,465,4,2022-12-31
2925,131378,2609788,266,31,470,3,2024-02-02
2926,125056,2830996,261,58,453,2,2023-04-01
2927,136871,2669260,275,70,459,2,2024-05-23
2928,134289,2842659,278,31,475,6,2024-04-12
2929,131972,2623799,244,68,457,6,2022-08-27
2930,133116,2838510,250,35,460,4,2023-12-29
2931,130600,2507567,246,60,453,5,2024-01-12
2932,138835,2726059,263,27,461,3,2022-07-04
2933,134607,2888461,251,36,457,4,2024-05-20
2934,133876,2828050,250,46,454,6,2022-12-08
2935,121208,2756757,245,62,466,6,2022-07-16
2936,137432,2971209,271,54,457,5,2023-05-31
2937,121372,2590116,250,59,461,1,2022-06-26
2938,134557,2536535,275,61,462,6,2024-03-31
2939,132191,2791038,263,57,469,1,2024-03-04
2940,132647,2596723,266,30,464,6,2023-07-24
2941,121907,2626704,257,24,456,6,2022-07-20
2942,134231,2560279,289,47,470,1,2023-06-27
2943,123163,2756757,263,21,450,6,2022-11-10
2944,122879,2635140,263,16,451,3,2022-07-19
2945,134081,2922338,266,6,475,5,2023-05-02
2946,138600,2934447,295,57,461,6,2022-11-02
2947,125619,2647270,286,61,460,6,2024-06-04
2948,120663,2754585,286,36,468,3,2023-12-15
2949,129367,2873937,281,33,465,3,2024-04-02
2950,129582,2742615,263,66,454,4,2023-08-26
2951,134208,2906438,261,20,472,1,2022-11-11
2952,131221,2555073,271,68,456,1,2023-04-16
2953,130387,2550814,279,6,468,4,2023-12-24
2954,123796,2638108,250,41,473,3,2022-07-31
2955,127544,2971209,257,46,468,3,2023-09-10
2956,125257,2728988,263,52,452,4,2024-05-02
2957,138851,2516468,279,3,465,3,2023-01-25
2958,120154,2527724,240,35,470,1,2022-10-05
2959,135299,2652867,271,55,469,1,2023-09-04
2960,128443,2965669,257,17,469,1,2023-06-29
2961,121152,2871614,246,9,463,1,2023-03-04
2962,123985,2661132,265,38,464,6,2023-11-03
2963,130597,2859479,240,11,465,1,2023-10-24
2964,133908,2833364,281,20,470,2,2023-12-23
2965,138293,2765264,276,51,458,2,2022-08-17
2966,137749,2973300,266,44,462,5,2024-01-04
2967,130771,2987535,263,50,461,6,2024-04-28
2968,135318,2691151,275,32,469,2,2023-08-02
2969,123536,2847499,266,66,461,4,2023-11-29
2970,134530,2780479,276,26,450,3,2023-10-01
2971,126055,2752118,261,10,462,1,2023-05-15
2972,122124,2788836,240,44,464,2,2023-10-19
2973,137063,2570134,262,42,475,6,2023-12-21
2974,122212,2950181,240,1,473,5,2023-01-08
2975,126668,2639180,271,63,451,3,2023-03-10
2976,123074,2933485,283,53,473,5,2023-09-02
2977,124747,2868168,277,4,464,3,2022-12-12
2978,139837,2730065,266,45,463,1,2024-06-08
2979,128079,2877059,240,45,450,5,2023-05-18
2980,125307,2728058,283,3,464,4,2024-03-24
2981,136665,2809333,245,5,461,2,2023-12-23
2982,138127,2918455,276,44,455,3,2024-06-07
2983,132961,2893841,271,41,458,6,2023-05-11
2984,123701,2853606,256,37,468,1,2023-08-28
2985,133304,2740803,240,19,468,4,2023-05-31
2986,125285,2735789,244,49,475,1,2023-09-23
2987,132522,2903290,250,40,454,1,2022-07-20
2988,126781,2669763,262,28,467,2,2022-07-20
2989,136382,2886546,291,67,464,1,2024-01-19
2990,136367,2669680,255,20,471,3,2024-02-13
2991,120716,2761055,263,69,451,3,2023-01-24
2992,135965,2913302,266,28,461,3,2022-10-06
2993,129832,2828956,245,20,467,4,2023-06-17
2994,131069,2674132,244,53,468,1,2023-12-29
2995,120270,2710566,265,66,464,1,2023-09-23
2996,139664,2639215,289,64,451,5,2022-11-07
2997,134610,2721581,251,9,456,1,2023-05-26
2998,120555,2751901,277,19,465,1,2023-02-24
2999,125489,2985051,245,55,472,1,2022-11-20
3000,120301,2687196,265,3,450,4,2022-08-16
3001,122131,2503946,278,5,458,5,2023-10-29
3002,128164,2739839,266,41,466,1,2023-07-04
3003,135410,2826696,257,18,467,5,2024-02-24
3004,130268,2857224,278,59,473,6,2022-12-13
3005,126003,2631516,256,58,459,1,2023-08-27
3006,135272,2621277,261,1,462,1,2023-06-16
3007,130018,2978025,276,60,454,5,2022-11-16
3008,135517,2946984,281,40,469,1,2023-05-07
3009,131987,2764381,252,13,450,4,2023-12-27
3010,132157,2979805,289,7,475,6,2023-03-17
3011,128505,2511200,261,8,466,6,2023-01-23
3012,137822,2756489,278,47,471,2,2023-07-11
3013,129134,2707713,261,67,453,4,2022-07-27
3014,125017,2962811,283,59,471,5,2022-07-24
3015,122389,2616594,265,67,473,4,2022-09-10
3016,139452,2700918,276,70,466,2,2024-04-24
3017,125026,2967118,262,13,451,4,2023-10-20
3018,139804,2751739,262,23,472,6,2022-12-03
3019,125015,2823745,250,59,466,2,2023-01-23
3020,134244,2637498,252,21,455,5,2024-01-19
3021,129799,2845700,281,42,453,3,2024-05-16
3022,133326,2794755,257,4,459,1,2023-07-02
3023,138952,2905931,262,62,466,5,2024-06-10
3024,129295,2940373,244,31,452,6,2023-06-21
3025,137360,2613323,244,9,460,2,2023-10-27
3026,120060,2739300,276,67,470,6,2023-05-20
3027,122277,2945235,276,56,450,2,2023-02-18
3028,121302,2758077,266,4,450,2,2023-02-02
3029,128287,2694461,263,41,462,4,2024-01-11
3030,130769,2889138,266,4,459,6,2023-05-12
3031,130277,2992319,266,35,454,4,2023-01-28
3032,125342,2943360,277,6,464,1,2022-12-29
3033,131162,2610176,272,10,473,1,2023-08-24
3034,122750,2902117,291,48,461,2,2024-04-06
3035,130264,2999111,262,57,460,4,2023-10-01
3036,122215,2658662,271,23,456,2,2022-11-17
3037,126167,2674444,271,46,458,5,2023-09-07
3038,129798,2941824,252,31,470,6,2023-02-11
3039,129955,2787078,246,68,462,3,2023-10-21
3040,132178,2695944,254,29,464,3,2024-05-17
3041,126361,2734136,257,58,452,3,2022-06-24
3042,120433,2712433,281,23,473,1,2023-06-29
3043,136112,2802127,265,60,462,1,2023-01-02
3044,136699,2550925,291,16,463,4,2023-06-02
3045,123844,2802127,285,18,472,3,2022-09-30
3046,132726,2576948,280,63,472,3,2022-06-19
3047,129448,2598380,257,29,459,3,2023-07-07
3048,136273,2654041,262,13,451,3,2023-07-21
3049,132878,2754592,279,28,451,5,2022-09-10
3050,124674,2924537,285,25,475,6,2023-01-05
3051,131370,2860837,269,52,462,5,2023-04-11
3052,134123,2893719,281,37,450,6,2023-01-10
3053,121458,2862478,277,57,462,4,2022-12-18
3054,132252,2962468,261,67,464,2,2022-07-04
3055,123215,2728691,250,13,467,2,2023-11-02
3056,133935,2710566,275,48,472,4,2023-08-04
3057,130234,2529355,252,6,464,4,2024-04-08
3058,127986,2572167,279,27,460,5,2022-09-01
3059,137551,2962811,286,11,470,1,2023-07-02
3060,127453,2726239,257,16,452,5,2024-02-16
3061,128369,2738335,256,28,462,4,2022-12-14
3062,122775,2950181,281,27,467,2,2022-09-06
3063,130279,2756757,262,46,471,5,2024-06-10
3064,123025,2707307,265,44,457,6,2023-08-23
3065,138438,2865322,251,70,457,2,2022-12-05
3066,124222,2657858,278,57,463,6,2023-11-21
3067,137364,2860469,264,45,457,2,2023-07-09
3068,138449,2732709,254,8,458,2,2024-03-02
3069,120327,2573567,244,45,468,6,2022-07-20
3070,130345,2875331,278,31,467,2,2024-01-13
3071,122079,2658387,269,31,470,4,2022-09-05
3072,137512,2723985,275,13,471,2,2024-05-14
3073,135891,2887221,261,31,472,3,2023-04-08
3074,134966,2869289,261,61,459,3,2023-12-03
3075,123981,2866052,266,5,451,4,2023-02-13
3076,138537,2513630,281,37,467,1,2022-09-23
3077,139320,2906436,240,47,458,6,2024-03-25
3078,126936,2511982,252,7,468,1,2023-09-08
3079,139611,2762993,261,19,450,5,2023-05-03
3080,120167,2722711,256,33,454,3,2023-08-10
3081,138352,2730065,271,8,460,5,2023-07-07
3082,125801,2913325,279,55,455,5,2023-02-18
3083,133637,2892013,251,49,471,5,2023-07-11
3084,135263,2679372,278,58,454,3,2023-09-17
3085,127730,2831384,257,10,456,4,2023-06-29
3086,136762,2990144,275,59,458,1,2023-11-04
3087,120372,2749826,250,27,453,5,2022-09-10
3088,133212,2717523,262,18,457,3,2023-05-05
3089,138767,2710566,279,27,468,6,2023-12-29
3090,134802,2930839,285,6,464,5,2023-01-25
3091,137134,2592354,264,17,459,6,2024-01-27
3092,121833,2975589,261,15,458,3,2022-09-16
3093,135377,2702816,277,34,455,6,2024-02-12
3094,130095,2548243,244,61,452,5,2022-11-29
3095,124274,2853235,278,14,470,4,2022-07-25
3096,128528,2652288,240,44,469,6,2023-10-24
3097,133263,2790575,286,43,469,2,2022-07-20
3098,130143,2787053,278,65,467,4,2023-05-17
3099,121686,2567602,285,61,462,4,2023-05-30
3100,129635,2898296,281,50,461,5,2022-12-14
3101,120011,2697459,262,44,460,1,2023-01-07
3102,129699,2862478,264,3,465,1,2023-06-21
3103,123686,2719520,276,56,471,2,2023-09-14
3104,126349,2756538,244,50,451,4,2024-05-05
3105,136234,2997114,251,64,452,1,2022-09-08
3106,139931,2505444,240,15,452,6,2023-09-29
3107,130156,2854898,245,25,458,3,2022-06-27
3108,125161,2590108,277,70,465,6,2024-03-30
3109,133371,2900144,266,38,459,4,2024-03-18
3110,135356,2661076,279,58,457,6,2024-03-07
3111,132707,2875331,283,62,475,4,2024-02-14
3112,139732,2577354,276,43,451,5,2022-09-24
